level_code,source_level_name,entry_type_name,sort_order,word,pinyin,part_of_speech
HSK5,五级,大纲词汇,3443,在乎,zàihu,动
HSK5,五级,大纲词汇,3444,在内,zàinèi,名
HSK5,五级,大纲词汇,3445,在线,zàixiàn,动
HSK5,五级,大纲词汇,3446,在于,zàiyú,动
HSK5,五级,大纲词汇,3447,赞成,zànchéng,动
HSK5,五级,大纲词汇,3448,糟,zāo,形
HSK5,五级,大纲词汇,3449,糟糕,zāogāo,形
HSK5,五级,大纲词汇,3450,早期,zǎoqī,名
HSK5,五级,大纲词汇,3451,早晚,zǎowǎn,名、副
HSK5,五级,大纲词汇,3452,早已,zǎoyǐ,副
HSK5,五级,大纲词汇,3453,造,zào,动
HSK5,五级,大纲词汇,3454,造成,zàochéng,动
HSK5,五级,大纲词汇,3455,增,zēng,动
HSK5,五级,大纲词汇,3456,增进,zēngjìn,动
HSK5,五级,大纲词汇,3457,增强,zēngqiáng,动
HSK5,五级,大纲词汇,3458,赠,zèng,动
HSK5,五级,大纲词汇,3459,赠送,zèngsòng,动
HSK5,五级,大纲词汇,3460,炸,zhá,动
HSK5,五级,大纲词汇,3461,摘,zhāi,动
HSK5,五级,大纲词汇,3462,窄,zhǎi,形
HSK5,五级,大纲词汇,3463,展出,zhǎnchū,动
HSK5,五级,大纲词汇,3464,展开,zhǎnkāi,动
HSK5,五级,大纲词汇,3465,展览,zhǎnlǎn,动
HSK5,五级,大纲词汇,3466,展示,zhǎnshì,动
HSK5,五级,大纲词汇,3467,展现,zhǎnxiàn,动
HSK5,五级,大纲词汇,3468,占,zhàn,动
HSK5,五级,大纲词汇,3469,站台,zhàntái,名
HSK5,五级,大纲词汇,3470,占线,zhànxiàn,动
HSK5,五级,大纲词汇,3471,涨,zhǎng,动
HSK5,五级,大纲词汇,3472,涨价,zhǎngjià,动
HSK5,五级,大纲词汇,3473,掌声,zhǎngshēng,名
HSK5,五级,大纲词汇,3474,掌握,zhǎngwò,动
HSK5,五级,大纲词汇,3475,账号,zhànghào,名
HSK5,五级,大纲词汇,3476,账户,zhànghù,名
HSK5,五级,大纲词汇,3477,着凉,zháoliáng,动
HSK5,五级,大纲词汇,3478,召开,zhàokāi,动
HSK5,五级,大纲词汇,3479,折扣,zhékòu,名
HSK5,五级,大纲词汇,3480,哲学,zhéxué,名
HSK5,五级,大纲词汇,3481,真诚,zhēnchéng,形
HSK5,五级,大纲词汇,3482,针对,zhēnduì,动
HSK5,五级,大纲词汇,3483,珍贵,zhēnguì,形
HSK5,五级,大纲词汇,3484,真实,zhēnshí,形
HSK5,五级,大纲词汇,3485,珍惜,zhēnxī,动
HSK5,五级,大纲词汇,3486,诊断,zhěnduàn,动
HSK5,五级,大纲词汇,3487,阵,zhèn,量
HSK5,五级,大纲词汇,3488,争,zhēng,动
HSK5,五级,大纲词汇,3489,争取,zhēngqǔ,动
HSK5,五级,大纲词汇,3490,整齐,zhěngqí,形
HSK5,五级,大纲词汇,3491,整体,zhěngtǐ,名
HSK5,五级,大纲词汇,3492,整整,zhěngzhěng,副
HSK5,五级,大纲词汇,3493,挣,zhèng,动
HSK5,五级,大纲词汇,3494,政府,zhèngfǔ,名
HSK5,五级,大纲词汇,3495,证据,zhèngjù,名
HSK5,五级,大纲词汇,3496,正如,zhèngrú,动
HSK5,五级,大纲词汇,3497,证书,zhèngshū,名
HSK5,五级,大纲词汇,3498,政治,zhèngzhì,名
HSK5,五级,大纲词汇,3499,支1,zhī,量
HSK5,五级,大纲词汇,3500,知名,zhīmíng,形
HSK5,五级,大纲词汇,3501,直,zhí,形、动、副
HSK5,五级,大纲词汇,3502,直播,zhíbō,动
HSK5,五级,大纲词汇,3503,职场,zhíchǎng,名
HSK5,五级,大纲词汇,3504,职工,zhígōng,名
HSK5,五级,大纲词汇,3505,执行,zhíxíng,动、形
HSK5,五级,大纲词汇,3506,止,zhǐ,动
HSK5,五级,大纲词汇,3507,指导,zhǐdǎo,动
HSK5,五级,大纲词汇,3508,至,zhì,动
HSK5,五级,大纲词汇,3509,治,zhì,动
HSK5,五级,大纲词汇,3510,制订,zhìdìng,动
HSK5,五级,大纲词汇,3511,制定,zhìdìng,动
